image,adult,medical,spoofed,violence,racy
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_o7wdi98SvZ1upura1o1_1280.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ll3nmm4uw5721.jpg,UNLIKELY,UNLIKELY,UNLIKELY,POSSIBLE,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/bubble-witch-2-saga-featured.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/UCefnlu.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/713d2jsl8fv11.jpg,VERY_LIKELY,VERY_LIKELY,LIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/392h32czsn221.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/zu6w7awl33621.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/msedgolkzob01.jpg,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/i0QyBCA.jpg,UNLIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/nvg4dDZ.jpg,LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hq5vhmhhf4mz.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/324yd3ihi5w11.jpg,VERY_LIKELY,UNLIKELY,LIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/xyE1ykb.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/lofl9awhq3621.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/fMXmBqd.jpg,UNLIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/r7szogozxfc21.jpg,VERY_LIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/PpC7G16.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ea617xwnx7p01.jpg,LIKELY,VERY_LIKELY,POSSIBLE,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/fefr3d4j4o611.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/chpkknxniiy11.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/n6t2z7fxzm911.jpg,LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/18850991_m.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/wpab826.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/want_some_carrot_juice_____by_aga4343-d5gu7u1.jpg,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_pdig5nh6Tr1wvsg7ro1_1280.jpg,POSSIBLE,POSSIBLE,VERY_LIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/1bwqnf6e81uz.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ox6lua2ycd801.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_oimsbjjvkD1v8h09do1_1280.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/soranamae-549811-The_Waking_Sands.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/pvtrhqt7abc21.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ackejscjm4q11.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/6qxbu4gvq1a21.jpg,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/d4radhdq56o11.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/1doAxJZ.jpg,UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/MDAex9L.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/jIOEP3Y.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/5kfag36vle5z.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/P7StQmc.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_no34e0VaLg1tvvibfo1_1280.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nflyifuAhD1spdrm0o1_500.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bbzil6vpl2521.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/dyd4diu0ui3z.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_mm4j51K8841s8dckjo1_500.jpg,UNLIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/d90prrt2vsq11.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/6b2mhixz3ke11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_ntu2lk3cBZ1qeulndo1_1280.jpg,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/xhp28xjg7qsz.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/38idk39llqy11.jpg,POSSIBLE,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/RvSfFCS.jpg,POSSIBLE,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hsaxeruqldty.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bakZb5c.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/rpt1rh1pr7821.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/025_tumblr_p53ro2_DWcp1v6fhoqo1_1280.jpg,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/phlzabjpbw911.jpg,UNLIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_m9xt3cFHEJ1r3h1nfo1_500.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/trifczzzzd2z.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/mea9vw3109b21.jpg,UNLIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/QZI7gIj.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bBeRGM2.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/70j8hopa59h01.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,LIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/8hb814yj2dx01.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/0ggbgn9vy.jpg,LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/7Fk2f7B.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bP60AGz.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/qAyth.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/14s4y6lcxzo11.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_octgc7oScV1s287r1o1_500.jpg,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_pbrqmv1jyj1tryrido1_500.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/2xnoubh26hcz.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/2hpjbg0bpvi11.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_ok0dglYql81umx3w7o1_1280.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/0wxrny0wgd021.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/FtGN6pP.jpg,LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/6nfn4msjes111.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/95cxagod4ow01.jpg,POSSIBLE,UNLIKELY,UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bk2q43d2juu01.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_mtywexAJjw1s2ddato1_500.jpg,UNLIKELY,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hGhV3c0.jpg,POSSIBLE,UNLIKELY,POSSIBLE,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_molhiwXxax1sso05go1_1280.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/PGXhKF2.jpg,LIKELY,UNLIKELY,POSSIBLE,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/4GrVC6A.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/8yaz51k143mz.jpg,POSSIBLE,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/lshQdIb.jpg,LIKELY,VERY_LIKELY,POSSIBLE,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/556hrzvhd6h11.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/7pcs1pp7tjp01.jpg,LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/UnWI8Gq.jpg,LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/f7g53j8ou9g11.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/orpsfvvoul821.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/V5soqle.jpg,LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hra08uk.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/3re9jnsx47c21.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/mfxtz92m39621.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/necwrfxhwm221.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/M7XANhA.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/osejope7zod21.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/g0dvx8zkaqk11.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/G15gZ4Z.jpg,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/10ezj.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/jpumj5att2a21.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/dDsXrW6.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/er1o5016km421.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/y7mg3ccvh6f01.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_oyt6pb8fZ81wgbielo1_1280.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/p7oyOUz.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/fc32vgj34f721.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/39psqwqsi8t11.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/august_poll__yennefer__foam_edition__by_v1mpaler-dbku82m.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/c048slfaiyd11.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_oqe08hpbEa1sr8zsyo1_1280.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,POSSIBLE,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ZNYRqro.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/942cj0ofxoe01.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/dl4b4sg4gk821.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/UufqMje.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/fXuyBlE.jpg,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_ocil1hpLYY1se6nclo1_1280.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/3e8mfpat9vc11.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/b2qk63osyk701.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/8awe5t9vwd921.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/x1bk.jpg,LIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_obyp58dMeD1v7zb0so1_1280.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/p8pfe1wpq3021.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,LIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/gxLPsYT.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/qftlkwkb7vy11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hgG0s.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/xf0qs1515xb11.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_m3b39d44JP1rt3e0so1_500.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/vpsw0efpy8a01.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/slk8pIt.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/w3y93cvzqk711.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nuvltiHZAH1tvvibfo1_1280.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_n2zuj7y07o1tvvibfo1_1280.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/zhpF8iS.jpg,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/munfhgd53kc11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/0jqv420u9uh11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/r9m79vi0qyaz.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/6idl24qf23521.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/gwvk6kkijkv11.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ya76mvczpe011.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/g8gohsjwv0b21.jpg,POSSIBLE,POSSIBLE,UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/nrWaucc.jpg,LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/63c9m4chp7k11.jpg,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/wi8kutkcr6521.jpg,LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/cuytkslwsnw01.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nldz1b0bWY1u75yiko1_400.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/41W3A.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/1mh3v834rke11.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/R1sm6yI.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/s5w2ugos92601.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/rne3c35otn921.jpg,LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/3I7Zxr2.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/oy8cfp70ku621.jpg,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/s9jxes8uewc11.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/OFoZPEr.jpg,POSSIBLE,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_orcaq1HNrD1r21hllo1_500.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_oyxkcs95rO1wypzn3o1_1280.jpg,VERY_LIKELY,POSSIBLE,POSSIBLE,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/a8tu77c0ar821.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ymrtnvmzi6v11.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/3wd1dcwc4fn01.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/sk4atbbh8em11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
